Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Eye L/R	AOI Name	Entry Time [ms]	Sequence	Fixation Count	Fixation Time [ms]	Average Fixation Duration [ms]
Trial017	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11212.9	08	DarkOrange	Right	Social Interaction	2684.1	2	9.0	1651.4	183.5
Trial017	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11212.9	08	DarkOrange	Left	Social Interaction	2640.1	2	12.0	1855.6	154.6
Trial017	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11212.9	08	DarkOrange	Right	Control	1900.1	1	2.0	232.0	116.0
Trial017	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11212.9	08	DarkOrange	Left	Control	536.2	1	4.0	504.0	126.0
Trial023	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12200.4	08	DarkOrange	Right	Social Interaction	1408.6	2	16.0	2419.4	151.2
Trial023	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12200.4	08	DarkOrange	Left	Social Interaction	3196.1	2	7.0	1279.6	182.8
Trial023	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12200.4	08	DarkOrange	Right	Control	596.4	1	9.0	1108.1	123.1
Trial023	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12200.4	08	DarkOrange	Left	Control	888.3	1	7.0	741.1	105.9
Trial029	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12172.7	08	DarkOrange	Right	Control	2847.3	2	7.0	1416.5	202.4
Trial029	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12172.7	08	DarkOrange	Left	Control	3223.3	1	3.0	364.5	121.5
Trial029	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12172.7	08	DarkOrange	Right	Social Interaction	575.5	1	6.0	932.4	155.4
Trial029	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12172.7	08	DarkOrange	Left	Social Interaction	5330.9	2	2.0	216.3	108.1
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11178.2	08	DarkOrange	Right	Control	3722.9	2	5.0	2731.7	546.3
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11178.2	08	DarkOrange	Left	Control	3482.9	2	8.0	3267.7	408.5
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11178.2	08	DarkOrange	Right	Social Interaction	943.0	1	15.0	1928.3	128.6
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11178.2	08	DarkOrange	Left	Social Interaction	563.2	1	12.0	1512.7	126.1
Trial009	Hand_Dyad4_NA_Con_Soc_NA_.avi	0.0	12242.7	08	DarkOrange	Right	Control	1915.0	2	17.0	4672.1	274.8
Trial009	Hand_Dyad4_NA_Con_Soc_NA_.avi	0.0	12242.7	08	DarkOrange	Left	Control	2502.7	2	15.0	4312.0	287.5
