Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Eye L/R	AOI Name	Entry Time [ms]	Sequence	Fixation Count	Fixation Time [ms]	Average Fixation Duration [ms]
Trial019	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11179.2	255498	Gray	Right	Social Interaction	5808.3	2	2.0	596.0	298.0
Trial019	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11179.2	255498	Gray	Left	Social Interaction	81.4	1	16.0	4550.3	284.4
Trial019	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11179.2	255498	Gray	Right	Control	4501.7	1	5.0	739.3	147.9
Trial019	Lean_Dyad2_NA_Soc_Con_NA_.avi	0.0	11179.2	255498	Gray	Left	Control	5072.4	2	3.0	535.9	178.6
Trial015	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12169.1	255498	Gray	Right	Social Interaction	-	-	0.0	0.0	0.0
Trial015	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12169.1	255498	Gray	Left	Social Interaction	418.8	1	8.0	1805.2	225.7
Trial015	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12169.1	255498	Gray	Right	Control	-	-	0.0	0.0	0.0
Trial015	Hand_Dyad3_NA_Soc_Con_NA_.avi	0.0	12169.1	255498	Gray	Left	Control	1058.8	2	19.0	8671.2	456.4
Trial023	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12187.6	255498	Gray	Right	Control	366.2	1	3.0	508.0	169.3
Trial023	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12187.6	255498	Gray	Left	Control	11225.5	2	5.0	927.9	185.6
Trial023	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12187.6	255498	Gray	Right	Social Interaction	2869.9	2	8.0	1143.5	142.9
Trial023	Hand_Dyad2_Soc_NA_NA_Con_.avi	0.0	12187.6	255498	Gray	Left	Social Interaction	1114.2	1	26.0	6726.9	258.7
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11179.5	255498	Gray	Right	Control	-	-	0.0	0.0	0.0
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11179.5	255498	Gray	Left	Control	343.4	1	24.0	7420.2	309.2
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11179.5	255498	Gray	Right	Social Interaction	-	-	0.0	0.0	0.0
Trial007	Lean_Dyad1_Soc_NA_NA_Con_.avi	0.0	11179.5	255498	Gray	Left	Social Interaction	1735.3	2	4.0	1251.7	312.9
Trial027	Hand_Dyad4_NA_Con_Soc_NA_.avi	0.0	12180.1	255498	Gray	Right	Control	4010.4	2	2.0	476.0	238.0
Trial027	Hand_Dyad4_NA_Con_Soc_NA_.avi	0.0	12180.1	255498	Gray	Left	Control	550.5	1	2.0	384.1	192.0
Trial027	Hand_Dyad4_NA_Con_Soc_NA_.avi	0.0	12180.1	255498	Gray	Right	Social Interaction	1142.6	1	5.0	960.5	192.1
