"Stimulus"	"AOI.Name"	"Fixation.Time..ms."	"relSocialFixTime"	"ParentIndex"	"AgeGroup"	"Sex"	"ID"	"Trials"
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	3343.7	0.462415035368797	45	"1"	"F"	2	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	3104.1	0.376882683259979	1	"2"	"M"	3	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	372.45	0.347191796783966	5	"2"	"M"	3	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	860	0.461398143677236	9	"2"	"M"	3	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	504.6	0.291356313874935	13	"2"	"M"	3	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	2103.75	0.765626421617687	17	"2"	"M"	3	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	3422.1	0.897129374754227	21	"2"	"M"	3	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	3753.7	0.895080716312564	25	"2"	"M"	3	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	510.05	0.65546488466234	29	"2"	"M"	3	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	1860.7	0.739311824539097	33	"2"	"M"	3	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	539.9	0.126696938763537	37	"2"	"M"	3	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	NA	41	"2"	"M"	3	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	7712.75	0.933662197742336	45	"2"	"M"	3	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	4773.05	0.817779186512696	1	"2"	"F"	4	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	5628.2	0.764477768043303	5	"2"	"F"	4	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	7435	0.885767556008268	9	"2"	"F"	4	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	1895.6	0.205498460604484	13	"2"	"F"	4	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	2651.65	0.34074583327979	17	"2"	"F"	4	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	675.9	0.101924178906415	21	"2"	"F"	4	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	641.9	0.0930337046082048	25	"2"	"F"	4	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	5784.45	0.700979768418374	29	"2"	"F"	4	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	7353.7	0.694469234437787	33	"2"	"F"	4	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	2911.15	0.347133700998659	37	"2"	"F"	4	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	4742.05	0.475176736425991	41	"2"	"F"	4	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	10395.15	0.931377424167081	45	"2"	"F"	4	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	422.45	0.254189355877132	1	"2"	"M"	5	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	2516	0.606279669389624	5	"2"	"M"	5	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	1452.5	0.370720128635418	9	"2"	"M"	5	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	1220.75	0.542676150255612	13	"2"	"M"	5	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	3275.7	0.480875520225486	17	"2"	"M"	5	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	2459.7	0.918638307407892	21	"2"	"M"	5	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	687.65	0.12946802601975	25	"2"	"M"	5	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	3884.35	0.834186987941458	29	"2"	"M"	5	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	3345.45	0.69412716691046	33	"2"	"M"	5	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	1795.55	0.396653228033357	37	"2"	"M"	5	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	1027.75	0.450698357708247	41	"2"	"M"	5	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	2839.25	0.398905529953917	45	"2"	"M"	5	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	7045.9	0.781367134650786	1	"2"	"M"	6	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	6753.5	0.853409658118038	5	"2"	"M"	6	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	5651.9	0.655539768608461	9	"2"	"M"	6	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	6577.6	0.825331099860094	13	"2"	"M"	6	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	4405.75	0.425300338348224	17	"2"	"M"	6	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	5617.45	0.698739955718088	21	"2"	"M"	6	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	10125.75	1	25	"2"	"M"	6	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	1852	0.163565227375096	29	"2"	"M"	6	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	5747.6	0.516362035585462	33	"2"	"M"	6	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	5686.65	0.824313452632037	37	"2"	"M"	6	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	8299.4	0.810702040577105	41	"2"	"M"	6	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	1757.9	0.211435994274786	45	"2"	"M"	6	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	6461.5	0.691124956547317	1	"2"	"M"	7	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	7465.6	0.737445177604805	5	"2"	"M"	7	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	6403.3	0.703106899524	9	"2"	"M"	7	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	6193.2	0.719708546626148	13	"2"	"M"	7	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	5105.75	0.46334402664404	17	"2"	"M"	7	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	1525.25	0.168480992383698	21	"2"	"M"	7	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	5749.6	0.61297682253353	25	"2"	"M"	7	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	2293.8	0.233168996188056	29	"2"	"M"	7	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	6721.7	0.610999759116092	33	"2"	"M"	7	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	2685.8	0.388939171234315	37	"2"	"M"	7	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	10309.25	1	41	"2"	"M"	7	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	0	0	45	"2"	"M"	7	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	2173.9	0.835793925413303	1	"2"	"M"	8	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	4574.6	0.75737783627619	5	"2"	"M"	8	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	223.9	0.0969767844767845	9	"2"	"M"	8	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	438	0.149623379507063	13	"2"	"M"	8	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	7051.55	0.872765191130694	17	"2"	"M"	8	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	621.9	0.113577631470811	21	"2"	"M"	8	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	1383.8	0.21556699665854	25	"2"	"M"	8	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	7070.7	0.974093335629413	29	"2"	"M"	8	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	558.3	0.0542483882408384	33	"2"	"M"	8	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	1576.1	0.439956453774006	37	"2"	"M"	8	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	41	"2"	"M"	8	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	4975.8	0.942314976138171	45	"2"	"M"	8	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	1967.35	0.646824809718729	1	"2"	"M"	9	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	2712.45	0.755483448688846	5	"2"	"M"	9	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	3645.4	0.535316749390584	9	"2"	"M"	9	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	5767.6	0.595122504888329	13	"2"	"M"	9	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	3507.6	0.485031182156339	17	"2"	"M"	9	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	7518	0.872820995071661	21	"2"	"M"	9	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	3447.65	0.501450835230207	25	"2"	"M"	9	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	1705.8	0.23581945116472	29	"2"	"M"	9	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	1837.55	0.434234468416948	33	"2"	"M"	9	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	1491.4	0.325544338335607	37	"2"	"M"	9	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	1300.2	0.342694482149682	41	"2"	"M"	9	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	2801.25	0.388781713207128	45	"2"	"M"	9	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	1	"2"	"M"	10	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	5	"2"	"M"	10	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	1529.15	0.93073434979762	9	"2"	"M"	10	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	2298	0.280119215227368	13	"2"	"M"	10	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	6145.4	0.844009229247926	17	"2"	"M"	10	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	770	0.221860458415571	21	"2"	"M"	10	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	5934	0.683687812521603	25	"2"	"M"	10	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	6571.6	0.653373699411908	29	"2"	"M"	10	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	10035.2	0.876184156531305	33	"2"	"M"	10	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	0	0	37	"2"	"M"	10	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	41	"2"	"M"	10	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	8732.65	1	45	"2"	"M"	10	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	850.3	0.221458243804612	1	"2"	"F"	11	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	1125.95	0.484529649711679	5	"2"	"F"	11	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	421.25	0.360304494718385	9	"2"	"F"	11	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	1475.9	0.850197298309283	13	"2"	"F"	11	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	1447.8	0.700842288701714	17	"2"	"F"	11	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	1221.25	0.462157048249764	21	"2"	"F"	11	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	2001.3	0.621743790484179	25	"2"	"F"	11	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	635.95	0.318022703405511	29	"2"	"F"	11	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	1667.25	0.426308522335012	33	"2"	"F"	11	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	626.2	0.232252800237371	37	"2"	"F"	11	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	1377.8	0.540250166647061	41	"2"	"F"	11	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	2359.75	0.706522552732825	45	"2"	"F"	11	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	1	"2"	"F"	12	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	1885.1	0.321037483608372	5	"2"	"F"	12	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	0	0	9	"2"	"F"	12	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	3081.9	0.556932974320979	13	"2"	"F"	12	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	8359.3	0.72911787665886	17	"2"	"F"	12	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	4618	0.68454873592695	21	"2"	"F"	12	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	10333.4	0.988151817390722	25	"2"	"F"	12	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	2488.95	0.386660038371614	29	"2"	"F"	12	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	0	0	33	"2"	"F"	12	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	0	0	37	"2"	"F"	12	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	4765.5	0.460363615286526	41	"2"	"F"	12	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	4037.7	0.356089602257695	45	"2"	"F"	12	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	5567.7	0.665897239630675	1	"2"	"F"	13	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	4612.9	0.868261556994429	5	"2"	"F"	13	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	2659.6	0.527337437666677	9	"2"	"F"	13	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	2327.55	0.463152553502671	13	"2"	"F"	13	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	5674.45	0.832732875958469	17	"2"	"F"	13	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	1432.5	0.352147299589469	21	"2"	"F"	13	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	747.95	0.11542705463861	25	"2"	"F"	13	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	5413.4	0.696243802370372	29	"2"	"F"	13	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	386.2	0.087490371981333	33	"2"	"F"	13	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	3215.5	0.459025988394087	37	"2"	"F"	13	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	6684.85	0.780653147498292	41	"2"	"F"	13	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	3065.7	0.405124681194085	45	"2"	"F"	13	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	2573.15	0.801417114381375	1	"2"	"F"	14	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	1805.2	0.172311099232561	5	"2"	"F"	14	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	3935.2	0.845706671824463	9	"2"	"F"	14	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	1251.7	0.144339764065545	13	"2"	"F"	14	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	960.5	0.690733882276797	17	"2"	"F"	14	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	4936	0.713258722463459	21	"2"	"F"	14	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	3993.8	0.819442734621856	25	"2"	"F"	14	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	4599.85	0.89813630639162	29	"2"	"F"	14	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	3068.4	0.761370685590928	33	"2"	"F"	14	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	2312	0.270741846712337	37	"2"	"F"	14	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	4645.85	1	41	"2"	"F"	14	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	1411.55	0.324039852161337	45	"2"	"F"	14	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	6130.1	0.737855079441502	1	"2"	"M"	15	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	3411.9	0.37364478612261	5	"2"	"M"	15	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	4000.4	0.503270933977456	9	"2"	"M"	15	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	4245.55	0.693995145115283	13	"2"	"M"	15	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	4794	0.529179958716457	17	"2"	"M"	15	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	5509.45	0.75468816350013	21	"2"	"M"	15	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	4669.7	0.649155487592966	25	"2"	"M"	15	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	3488	0.483651792894978	29	"2"	"M"	15	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	6371.05	0.776119675715843	33	"2"	"M"	15	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	2494	0.35772940796787	37	"2"	"M"	15	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	5657.7	0.594455447625152	41	"2"	"M"	15	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	2780.1	0.392578000889623	45	"2"	"M"	15	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	1	"2"	"F"	16	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	5445.8	0.840479056702781	5	"2"	"F"	16	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	3434.6	0.571461848191408	9	"2"	"F"	16	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	2128.05	0.428191997746411	13	"2"	"F"	16	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	2027.65	0.220529776114939	17	"2"	"F"	16	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	7467.25	0.919249803033287	21	"2"	"F"	16	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	7291.2	0.778537679186354	25	"2"	"F"	16	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	1049.85	0.120196463429294	29	"2"	"F"	16	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	0	0	33	"2"	"F"	16	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	6439.6	0.89222029788708	37	"2"	"F"	16	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	2643.85	0.643319463707813	41	"2"	"F"	16	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	2615.85	0.247636854187868	45	"2"	"F"	16	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	1	"2"	"F"	17	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	537.95	0.131021968922013	5	"2"	"F"	17	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	365.9	0.753035604033752	9	"2"	"F"	17	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	0	0	13	"2"	"F"	17	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	1909.75	0.875329437378251	17	"2"	"F"	17	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	1993.25	0.848516453109702	21	"2"	"F"	17	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	183.8	0.164371311035593	25	"2"	"F"	17	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	2080	0.961271836583788	29	"2"	"F"	17	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	769.85	0.575137275409959	33	"2"	"F"	17	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	2319.9	0.757753425552416	37	"2"	"F"	17	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	41	"2"	"F"	17	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	3867.95	0.969909351922667	45	"2"	"F"	17	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	691.85	1	1	"1"	"M"	18	1
"Hand_Dyad3_NA_Soc_Con_NA_.avi"	"Social Interaction"	0	0	5	"1"	"M"	18	2
"Hand_Dyad2_Soc_NA_NA_Con_.avi"	"Social Interaction"	0	0	9	"1"	"M"	18	3
"Lean_Dyad1_Soc_NA_NA_Con_.avi"	"Social Interaction"	489.95	0.229517028153839	13	"1"	"M"	18	4
"Hand_Dyad4_NA_Con_Soc_NA_.avi"	"Social Interaction"	466.25	0.37837289511057	17	"1"	"M"	18	5
"Lean_Dyad4_Con_NA_NA_Soc_.avi"	"Social Interaction"	5926.85	1	21	"1"	"M"	18	6
"Clap_Dyad3_Soc_NA_NA_Con_.avi"	"Social Interaction"	8147.35	0.855566931821165	25	"1"	"M"	18	7
"Hand_Dyad1_Con_NA_NA_Soc_.avi"	"Social Interaction"	2503.95	0.747035219356475	29	"1"	"M"	18	8
"Clap_Dyad2_Con_NA_NA_Soc_.avi"	"Social Interaction"	0	0	33	"1"	"M"	18	9
"Lean_Dyad3_NA_Con_Soc_NA_.avi"	"Social Interaction"	3044.15	0.483897375574242	37	"1"	"M"	18	10
"Clap_Dyad4_NA_Soc_Con_NA_.avi"	"Social Interaction"	2184.2	0.492008965276448	41	"1"	"M"	18	11
"Clap_Dyad1_NA_Con_Soc_NA_.avi"	"Social Interaction"	829.2	0.49746527881933	45	"1"	"M"	18	12
"Lean_Dyad2_NA_Soc_Con_NA_.avi"	"Social Interaction"	3075.75	0.471458789987584	1	"1"	"F"	19	1
