ID	AgeGroup	Sex	RelFixSocialMean	RelFixControlMean	RelFixCountSocialMean	RelFixCountControlMean	RelFixTimeDiff	RelSocialTrials	TrialsNoData.count
1	2	F	0.529961148551768	0.430868947160879	0.601708328099465	0.398291671900535	0.138262105678241	0.636363636363636	0
2	1	F	0.528796401099202	0.515269965659065	0.474427833235989	0.525572166764011	-0.0305399313181297	0.545454545454545	0
3	2	M	0.5899819359989	0.4100180640011	0.531393487501837	0.385273179164829	0.164966882664651	0.545454545454545	1
4	2	F	0.529863629367588	0.470136370632412	0.542460421973133	0.457539578026867	0.0597272587351752	0.5	0
5	2	M	0.506451535696529	0.493548464303471	0.511127135462537	0.488872864537463	0.0129030713930589	0.416666666666667	0
6	2	M	0.615096973249834	0.352827774520985	0.589098670775169	0.410901329224831	0.29434445095803	0.727272727272727	0
7	2	M	0.5329295348402	0.4725587209665	0.520504815723839	0.479495184276161	0.0548825580670001	0.6	0
8	2	M	0.495663172610529	0.545642091773682	0.439735189713511	0.560264810286488	-0.0912841835473644	0.454545454545455	0
9	2	M	0.509927081534898	0.490072918465102	0.494917914591984	0.505082085408016	0.0198541630697968	0.5	0
10	2	M	0.641424131593329	0.542502589903892	0.456152969480175	0.543847030519825	-0.0850051798077831	0.714285714285714	0
11	2	F	0.49371579661145	0.50628420338855	0.469387483469557	0.530612516530443	-0.0125684067771005	0.416666666666667	0
12	2	F	0.560362767977715	0.62642482134819	0.365468428558671	0.634531571441329	-0.25284964269638	0.5	0
13	2	F	0.521124500784931	0.478875499215069	0.51414751463597	0.48585248536403	0.0422490015698616	0.5	0
14	2	F	0.585590789065662	0.379875110023144	0.617393730129237	0.382606269870763	0.240249779953713	0.636363636363636	0
15	2	M	0.570526989963323	0.429473010036677	0.571889039847506	0.428110960152494	0.141053979926645	0.666666666666667	0
16	2	F	0.566182324018724	0.528181396651064	0.471691783639801	0.528308216360199	-0.0563627933021273	0.6	0
17	2	F	0.670705184883127	0.496971111337655	0.513341963343443	0.486658036656557	0.00605777732469004	0.777777777777778	0
18	1	M	0.52626624201601	0.526344692157328	0.459418592113531	0.540581407886469	-0.0526893843146551	0.285714285714286	0
19	1	F	0.592336332128053	0.407663667871947	0.596606386404204	0.403393613595796	0.184672664256106	0.666666666666667	0
20	1	M	0.457647074341093	0.542352925658907	0.509700392435961	0.490299607564039	-0.0847058513178147	0.25	0
21	1	M	0.432563513742877	0.567436486257123	0.452367935886374	0.547632064113626	-0.134872972514245	0.25	0
22	2	F	0.56499256680315	0.456671622131233	0.550607177768852	0.449392822231148	0.0866567557375333	0.625	0
23	2	M	0.686883603776849	0.344263663519293	0.625658339009731	0.374341660990269	0.311472672961415	0.7	0
24	2	F	0.643018935918354	0.404654042721097	0.583514734141021	0.416485265858979	0.190691914557806	0.625	0
25	2	M	0.55679313733829	0.369339052218091	0.608330172008588	0.391669827991412	0.261321895563817	0.6	0
26	1	F	0.434519662236159	0.601690309616854	0.402928719150025	0.597071280849975	-0.203380619233709	0.363636363636364	0
27	1	F	0.47378192504607	0.52621807495393	0.481232500165887	0.518767499834113	-0.0524361499078605	0.5	0
28	1	M	0.48586615144513	0.426089232369913	0.573525515127949	0.426474484872051	0.147821535260173	0.625	0
29	1	M	0.387409066721762	0.593825777731865	0.432540445469823	0.567459554530177	-0.187651555463731	0.2	0
30	1	M	0.528275870820461	0.471724129179539	0.533759266089912	0.466240733910088	0.0565517416409226	0.75	0
31	1	F	0.409379848881391	0.692965113338956	0.293692564745196	0.706307435254804	-0.385930226677913	0.444444444444444	0
32	1	M	0.295640679820373	0.68379969099074	0.292628536922015	0.624038129744651	-0.336966100149689	0.2	1
33	1	M	0.440872376762796	0.512533654634103	0.484858790683599	0.515141209316401	-0.0250673092682071	0.363636363636364	0
34	1	F	0.610097637232698	0.389902362767302	0.587998531917159	0.412001468082841	0.220195274465395	0.666666666666667	0
35	1	M	0.411439323935371	0.588560676064629	0.453322645883983	0.546677354116017	-0.177121352129258	0.333333333333333	0
36	1	F	0.517538335795254	0.442256525521017	0.55213953722828	0.44786046277172	0.115486948957966	0.454545454545455	0
37	1	F	0.49060212799072	0.50939787200928	0.492923381233141	0.507076618766859	-0.0187957440185592	0.5	0
38	1	F	0.499902031330941	0.541756471279971	0.457361251086947	0.542638748913053	-0.0835129425599421	0.454545454545455	0
39	1	M	0.440398556860578	0.596301322877804	0.431812604450324	0.568187395549676	-0.192602645755608	0.363636363636364	0
40	1	F	0.511314264077698	0.447961924595443	0.549501468601111	0.450498531398889	0.104076150809113	0.545454545454545	0
