ID	AgeGroup	Sex	RelFixSocialMean	RelFixControlMean	RelFixCountSocialMean	RelFixCountControlMean	RelFixTimeDiff	RelSocialTrials	TrialsNoData.count
1	2	F	0.627251432150491	0.372748567849509	0.665292658730159	0.334707341269841	0.254502864300982	0.75	0
2	1	F	0.627813415691895	0.372186584308105	0.544855284346131	0.371811382320536	0.23432459543514	0.6	1
3	2	M	0.75131786459877	0.24868213540123	0.60736179529283	0.225971538040504	0.418863107664616	0.777777777777778	2
4	2	F	0.570668532723402	0.429331467276598	0.581615799949227	0.418384200050773	0.141337065446805	0.727272727272727	0
5	2	M	0.502264108324587	0.497735891675413	0.499543703422244	0.500456296577756	0.00452821664917316	0.5	0
6	2	M	0.611436486334909	0.388563513665091	0.553897113797627	0.446102886202373	0.222872972669819	0.583333333333333	0
7	2	M	0.459865405922261	0.540134594077739	0.487934904601571	0.512065095398429	-0.0802691881554781	0.5	0
8	2	M	0.507680636735019	0.492319363264981	0.503830678809366	0.496169321190634	0.0153612734700377	0.7	0
9	2	M	0.621014188083256	0.378985811916744	0.498214285714286	0.335119047619048	0.201690313472094	0.875	2
10	2	F	0.481585318615215	0.518414681384785	0.478661518793098	0.521338481206902	-0.0368293627695701	0.416666666666667	0
11	2	F	0.444265290593365	0.555734709406635	0.447263851727424	0.552736148272576	-0.111469418813269	0.666666666666667	0
12	2	F	0.619975599193637	0.380024400806363	0.621945701357466	0.378054298642534	0.239951198387274	0.818181818181818	0
13	2	M	0.439556899878291	0.56044310012171	0.456079685553776	0.543920314446224	-0.120886200243419	0.75	0
14	2	M	0.574034986293086	0.425965013706914	0.60006332288941	0.39993667711059	0.148069972586171	0.727272727272727	0
15	2	F	0.493372767586385	0.506627232413615	0.529720356908613	0.470279643091387	-0.0132544648272307	0.6	0
16	2	F	0.543633147849473	0.456366852150527	0.506659765355418	0.410006901311249	0.0799941043907006	0.75	1
17	1	M	0.519656826641718	0.480343173358282	0.472222222222222	0.444444444444444	0.0360375155098168	1	1
18	1	F	0.570478957056299	0.429521042943701	0.545032287641396	0.454967712358604	0.140957914112598	0.583333333333333	0
19	1	M	0.424182588169419	0.575817411830581	0.396274429546488	0.520392237120178	-0.138998588356065	0.4	1
20	1	M	0.302035898932788	0.697964101067212	0.340953903885679	0.659046096114321	-0.395928202134423	0.0909090909090909	0
21	2	F	0.680181590213427	0.319818409786573	0.602833354572873	0.313833312093794	0.330332915391282	0.888888888888889	1
22	2	M	0.606613850776018	0.393386149223982	0.628923651212671	0.371076348787329	0.213227701552036	0.7	0
23	2	F	0.63727047036085	0.362729529639149	0.640658968402871	0.359341031597129	0.274540940721701	0.8	0
24	2	M	0.568545519917967	0.431454480082033	0.538989575036978	0.461010424963022	0.137091039835935	0.583333333333333	0
25	1	M	0.317884381091969	0.682115618908031	0.308107864357864	0.691892135642136	-0.364231237816061	0.375	0
26	1	F	0.47702518638128	0.52297481361872	0.497055225854218	0.502944774145782	-0.0459496272374406	0.416666666666667	0
27	1	F	0.524126563061559	0.475873436938441	0.45016339869281	0.466503267973856	0.0442320322795244	0.857142857142857	1
28	1	M	0.518896997006335	0.481103002993665	0.503320546200981	0.413346120465686	0.034644494511615	0.363636363636364	1
29	1	M	0.621215487688951	0.378784512311049	0.604888823840437	0.395111176159563	0.242430975377901	0.9	0
30	1	F	0.259902234149862	0.740097765850138	0.255718954248366	0.744281045751634	-0.480195531700276	0.5	0
31	1	M	0.364641131812453	0.635358868187547	0.292887667887668	0.540445665445665	-0.225598113645912	0.8	2
32	1	M	0.458131374553428	0.541868625446572	0.359534268764145	0.557132397902522	-0.0767591466520487	0.625	1
33	1	F	0.491330480911909	0.508669519088091	0.470225145225145	0.529774854774855	-0.017339038176182	0.6	0
34	1	M	0.448534470895103	0.551465529104897	0.426576645150814	0.573423354849186	-0.102931058209794	0.272727272727273	0
35	1	F	0.569646782073962	0.430353217926038	0.571006811815635	0.428993188184365	0.139293564147923	0.636363636363636	0
36	1	F	0.484840317085555	0.515159682914445	0.466230963241974	0.533769036758026	-0.0303193658288895	0.5	0
37	1	F	0.489910849529577	0.510089150470423	0.484824913595659	0.515175086404341	-0.0201783009408455	0.6	0
38	1	M	0.448936374689599	0.551063625310401	0.441331563399564	0.558668436600436	-0.102127250620803	0.5	0
39	1	F	0.497180869061801	0.502819130938199	0.506060252088065	0.493939747911935	-0.0056382618763973	0.545454545454545	0
40	2	F	0.452749961042297	0.547250038957703	0.44348469527041	0.55651530472959	-0.0945000779154061	0.454545454545455	0
